id,HandStart,FirstDigitTouch,BothStartLoadPhase,LiftOff,Replace,BothReleased
subj1_series1_245,0,0,0,0,0,0
subj1_series1_246,0,0,0,0,0,0
subj1_series1_247,0,0,0,0,0,0
subj1_series1_248,0,0,0,0,0,0
subj1_series1_249,0,0,0,0,0,0
subj1_series1_250,0,0,0,0,0,0
subj1_series1_251,0,0,0,0,0,0
subj1_series1_252,0,0,0,0,0,0
subj1_series1_253,0,0,0,0,0,0
subj1_series1_254,0,0,0,0,0,0
subj1_series1_255,0,0,0,0,0,0
subj1_series1_256,0,0,0,0,0,0
subj1_series1_257,0,0,0,0,0,0
subj1_series1_258,0,0,0,0,0,0
subj1_series1_259,0,0,0,0,0,0
subj1_series1_260,0,0,0,0,0,0
subj1_series1_261,0,0,0,0,0,0
subj1_series1_262,0,0,0,0,0,0
subj1_series1_263,0,0,0,0,0,0
subj1_series1_264,0,0,0,0,0,0
subj1_series1_265,0,0,0,0,0,0
subj1_series1_266,0,0,0,0,0,0
subj1_series1_267,0,0,0,0,0,0
subj1_series1_268,0,0,0,0,0,0
subj1_series1_269,0,0,0,0,0,0
subj1_series1_270,0,0,0,0,0,0
subj1_series1_271,0,0,0,0,0,0
subj1_series1_272,0,0,0,0,0,0
subj1_series1_273,0,0,0,0,0,0
subj1_series1_274,0,0,0,0,0,0
subj1_series1_275,0,0,0,0,0,0
subj1_series1_276,0,0,0,0,0,0
subj1_series1_277,0,0,0,0,0,0
subj1_series1_278,0,0,0,0,0,0
subj1_series1_279,0,0,0,0,0,0
subj1_series1_280,0,0,0,0,0,0
subj1_series1_281,0,0,0,0,0,0
subj1_series1_282,0,0,0,0,0,0
subj1_series1_283,0,0,0,0,0,0
subj1_series1_284,0,0,0,0,0,0
subj1_series1_285,0,0,0,0,0,0
subj1_series1_286,0,0,0,0,0,0
subj1_series1_287,0,0,0,0,0,0
subj1_series1_288,0,0,0,0,0,0
subj1_series1_289,0,0,0,0,0,0
subj1_series1_290,0,0,0,0,0,0
subj1_series1_291,0,0,0,0,0,0
subj1_series1_292,0,0,0,0,0,0
subj1_series1_293,0,0,0,0,0,0
subj1_series1_294,0,0,0,0,0,0
subj1_series1_295,0,0,0,0,0,0
subj1_series1_296,0,0,0,0,0,0
subj1_series1_297,0,0,0,0,0,0
subj1_series1_298,0,0,0,0,0,0
subj1_series1_299,0,0,0,0,0,0
subj1_series1_300,0,0,0,0,0,0
subj1_series1_301,0,0,0,0,0,0
subj1_series1_302,0,0,0,0,0,0
subj1_series1_303,0,0,0,0,0,0
subj1_series1_304,0,0,0,0,0,0
subj1_series1_305,0,0,0,0,0,0
subj1_series1_306,0,0,0,0,0,0
subj1_series1_307,0,0,0,0,0,0
subj1_series1_308,0,0,0,0,0,0
subj1_series1_309,0,0,0,0,0,0
subj1_series1_310,0,0,0,0,0,0
subj1_series1_311,0,0,0,0,0,0
subj1_series1_312,0,0,0,0,0,0
subj1_series1_313,0,0,0,0,0,0
subj1_series1_314,0,0,0,0,0,0
subj1_series1_315,0,0,0,0,0,0
subj1_series1_316,0,0,0,0,0,0
subj1_series1_317,0,0,0,0,0,0
subj1_series1_318,0,0,0,0,0,0
subj1_series1_319,0,0,0,0,0,0
subj1_series1_320,0,0,0,0,0,0
subj1_series1_321,0,0,0,0,0,0
subj1_series1_322,0,0,0,0,0,0
subj1_series1_323,0,0,0,0,0,0
subj1_series1_324,0,0,0,0,0,0
subj1_series1_325,0,0,0,0,0,0
subj1_series1_326,0,0,0,0,0,0
subj1_series1_327,0,0,0,0,0,0
subj1_series1_328,0,0,0,0,0,0
subj1_series1_329,0,0,0,0,0,0
subj1_series1_330,0,0,0,0,0,0
subj1_series1_331,0,0,0,0,0,0
subj1_series1_332,0,0,0,0,0,0
subj1_series1_333,0,0,0,0,0,0
subj1_series1_334,0,0,0,0,0,0
subj1_series1_335,0,0,0,0,0,0
subj1_series1_336,0,0,0,0,0,0
subj1_series1_337,0,0,0,0,0,0
subj1_series1_338,0,0,0,0,0,0
subj1_series1_339,0,0,0,0,0,0
subj1_series1_340,0,0,0,0,0,0
subj1_series1_341,0,0,0,0,0,0
subj1_series1_342,0,0,0,0,0,0
subj1_series1_343,0,0,0,0,0,0
subj1_series1_344,0,0,0,0,0,0
subj1_series1_345,0,0,0,0,0,0
subj1_series1_346,0,0,0,0,0,0
subj1_series1_347,0,0,0,0,0,0
subj1_series1_348,0,0,0,0,0,0
subj1_series1_349,0,0,0,0,0,0
subj1_series1_350,0,0,0,0,0,0
subj1_series1_351,0,0,0,0,0,0
subj1_series1_352,0,0,0,0,0,0
subj1_series1_353,0,0,0,0,0,0
subj1_series1_354,0,0,0,0,0,0
subj1_series1_355,0,0,0,0,0,0
subj1_series1_356,0,0,0,0,0,0
subj1_series1_357,0,0,0,0,0,0
subj1_series1_358,0,0,0,0,0,0
subj1_series1_359,0,0,0,0,0,0
subj1_series1_360,0,0,0,0,0,0
subj1_series1_361,0,0,0,0,0,0
subj1_series1_362,0,0,0,0,0,0
subj1_series1_363,0,0,0,0,0,0
subj1_series1_364,0,0,0,0,0,0
subj1_series1_365,0,0,0,0,0,0
subj1_series1_366,0,0,0,0,0,0
subj1_series1_367,0,0,0,0,0,0
subj1_series1_368,0,0,0,0,0,0
subj1_series1_369,0,0,0,0,0,0
subj1_series1_370,0,0,0,0,0,0
subj1_series1_371,0,0,0,0,0,0
subj1_series1_372,0,0,0,0,0,0
subj1_series1_373,0,0,0,0,0,0
subj1_series1_374,0,0,0,0,0,0
subj1_series1_375,0,0,0,0,0,0
subj1_series1_376,0,0,0,0,0,0
subj1_series1_377,0,0,0,0,0,0
subj1_series1_378,0,0,0,0,0,0
subj1_series1_379,0,0,0,0,0,0
subj1_series1_380,0,0,0,0,0,0
subj1_series1_381,0,0,0,0,0,0
subj1_series1_382,0,0,0,0,0,0
subj1_series1_383,0,0,0,0,0,0
subj1_series1_384,0,0,0,0,0,0
subj1_series1_385,0,0,0,0,0,0
subj1_series1_386,0,0,0,0,0,0
subj1_series1_387,0,0,0,0,0,0
subj1_series1_388,0,0,0,0,0,0
subj1_series1_389,0,0,0,0,0,0
subj1_series1_390,0,0,0,0,0,0
subj1_series1_391,0,0,0,0,0,0
subj1_series1_392,0,0,0,0,0,0
subj1_series1_393,0,0,0,0,0,0
subj1_series1_394,0,0,0,0,0,0
subj1_series1_395,0,0,0,0,0,0
subj1_series1_396,0,0,0,0,0,0
subj1_series1_397,0,0,0,0,0,0
subj1_series1_398,0,0,0,0,0,0
subj1_series1_399,0,0,0,0,0,0
subj1_series1_400,0,0,0,0,0,0
subj1_series1_401,0,0,0,0,0,0
subj1_series1_402,0,0,0,0,0,0
subj1_series1_403,0,0,0,0,0,0
subj1_series1_404,0,0,0,0,0,0
subj1_series1_405,0,0,0,0,0,0
subj1_series1_406,0,0,0,0,0,0
subj1_series1_407,0,0,0,0,0,0
subj1_series1_408,0,0,0,0,0,0
subj1_series1_409,0,0,0,0,0,0
subj1_series1_410,0,0,0,0,0,0
subj1_series1_411,0,0,0,0,0,0
subj1_series1_412,0,0,0,0,0,0
subj1_series1_413,0,0,0,0,0,0
subj1_series1_414,0,0,0,0,0,0
subj1_series1_415,0,0,0,0,0,0
subj1_series1_416,0,0,0,0,0,0
subj1_series1_417,0,0,0,0,0,0
subj1_series1_418,0,0,0,0,0,0
subj1_series1_419,0,0,0,0,0,0
subj1_series1_420,0,0,0,0,0,0
subj1_series1_421,0,0,0,0,0,0
subj1_series1_422,0,0,0,0,0,0
subj1_series1_423,0,0,0,0,0,0
subj1_series1_424,0,0,0,0,0,0
subj1_series1_425,0,0,0,0,0,0
subj1_series1_426,0,0,0,0,0,0
subj1_series1_427,0,0,0,0,0,0
subj1_series1_428,0,0,0,0,0,0
subj1_series1_429,0,0,0,0,0,0
subj1_series1_430,0,0,0,0,0,0
subj1_series1_431,0,0,0,0,0,0
subj1_series1_432,0,0,0,0,0,0
subj1_series1_433,0,0,0,0,0,0
subj1_series1_434,0,0,0,0,0,0
subj1_series1_435,0,0,0,0,0,0
subj1_series1_436,0,0,0,0,0,0
subj1_series1_437,0,0,0,0,0,0
subj1_series1_438,0,0,0,0,0,0
subj1_series1_439,0,0,0,0,0,0
subj1_series1_440,0,0,0,0,0,0
subj1_series1_441,0,0,0,0,0,0
subj1_series1_442,0,0,0,0,0,0
subj1_series1_443,0,0,0,0,0,0
subj1_series1_444,0,0,0,0,0,0
subj1_series1_445,0,0,0,0,0,0
subj1_series1_446,0,0,0,0,0,0
subj1_series1_447,0,0,0,0,0,0
subj1_series1_448,0,0,0,0,0,0
subj1_series1_449,0,0,0,0,0,0
subj1_series1_450,0,0,0,0,0,0
subj1_series1_451,0,0,0,0,0,0
subj1_series1_452,0,0,0,0,0,0
subj1_series1_453,0,0,0,0,0,0
subj1_series1_454,0,0,0,0,0,0
subj1_series1_455,0,0,0,0,0,0
subj1_series1_456,0,0,0,0,0,0
subj1_series1_457,0,0,0,0,0,0
subj1_series1_458,0,0,0,0,0,0
subj1_series1_459,0,0,0,0,0,0
subj1_series1_460,0,0,0,0,0,0
subj1_series1_461,0,0,0,0,0,0
subj1_series1_462,0,0,0,0,0,0
subj1_series1_463,0,0,0,0,0,0
subj1_series1_464,0,0,0,0,0,0
subj1_series1_465,0,0,0,0,0,0
subj1_series1_466,0,0,0,0,0,0
subj1_series1_467,0,0,0,0,0,0
subj1_series1_468,0,0,0,0,0,0
subj1_series1_469,0,0,0,0,0,0
subj1_series1_470,0,0,0,0,0,0
subj1_series1_471,0,0,0,0,0,0
subj1_series1_472,0,0,0,0,0,0
subj1_series1_473,0,0,0,0,0,0
subj1_series1_474,0,0,0,0,0,0
subj1_series1_475,0,0,0,0,0,0
subj1_series1_476,0,0,0,0,0,0
subj1_series1_477,0,0,0,0,0,0
subj1_series1_478,0,0,0,0,0,0
subj1_series1_479,0,0,0,0,0,0
subj1_series1_480,0,0,0,0,0,0
subj1_series1_481,0,0,0,0,0,0
subj1_series1_482,0,0,0,0,0,0
subj1_series1_483,0,0,0,0,0,0
subj1_series1_484,0,0,0,0,0,0
subj1_series1_485,0,0,0,0,0,0
subj1_series1_486,0,0,0,0,0,0
subj1_series1_487,0,0,0,0,0,0
subj1_series1_488,0,0,0,0,0,0
subj1_series1_489,0,0,0,0,0,0
subj1_series1_490,0,0,0,0,0,0
subj1_series1_491,0,0,0,0,0,0
subj1_series1_492,0,0,0,0,0,0
subj1_series1_493,0,0,0,0,0,0
subj1_series1_494,0,0,0,0,0,0
subj1_series1_495,0,0,0,0,0,0
subj1_series1_496,0,0,0,0,0,0
subj1_series1_497,0,0,0,0,0,0
subj1_series1_498,0,0,0,0,0,0
subj1_series1_499,0,0,0,0,0,0
subj1_series1_500,0,0,0,0,0,0
subj1_series1_501,0,0,0,0,0,0
subj1_series1_502,0,0,0,0,0,0
subj1_series1_503,0,0,0,0,0,0
subj1_series1_504,0,0,0,0,0,0
subj1_series1_505,0,0,0,0,0,0
subj1_series1_506,0,0,0,0,0,0
subj1_series1_507,0,0,0,0,0,0
subj1_series1_508,0,0,0,0,0,0
subj1_series1_509,0,0,0,0,0,0
subj1_series1_510,0,0,0,0,0,0
subj1_series1_511,0,0,0,0,0,0
subj1_series1_512,0,0,0,0,0,0
subj1_series1_513,0,0,0,0,0,0
subj1_series1_514,0,0,0,0,0,0
subj1_series1_515,0,0,0,0,0,0
subj1_series1_516,0,0,0,0,0,0
subj1_series1_517,0,0,0,0,0,0
subj1_series1_518,0,0,0,0,0,0
subj1_series1_519,0,0,0,0,0,0
subj1_series1_520,0,0,0,0,0,0
subj1_series1_521,0,0,0,0,0,0
subj1_series1_522,0,0,0,0,0,0
subj1_series1_523,0,0,0,0,0,0
subj1_series1_524,0,0,0,0,0,0
subj1_series1_525,0,0,0,0,0,0
subj1_series1_526,0,0,0,0,0,0
subj1_series1_527,0,0,0,0,0,0
subj1_series1_528,0,0,0,0,0,0
subj1_series1_529,0,0,0,0,0,0
subj1_series1_530,0,0,0,0,0,0
subj1_series1_531,0,0,0,0,0,0
subj1_series1_532,0,0,0,0,0,0
subj1_series1_533,0,0,0,0,0,0
subj1_series1_534,0,0,0,0,0,0
subj1_series1_535,0,0,0,0,0,0
subj1_series1_536,0,0,0,0,0,0
subj1_series1_537,0,0,0,0,0,0
subj1_series1_538,0,0,0,0,0,0
subj1_series1_539,0,0,0,0,0,0
subj1_series1_540,0,0,0,0,0,0
subj1_series1_541,0,0,0,0,0,0
subj1_series1_542,0,0,0,0,0,0
subj1_series1_543,0,0,0,0,0,0
subj1_series1_544,0,0,0,0,0,0
subj1_series1_545,0,0,0,0,0,0
subj1_series1_546,0,0,0,0,0,0
subj1_series1_547,0,0,0,0,0,0
subj1_series1_548,0,0,0,0,0,0
subj1_series1_549,0,0,0,0,0,0
subj1_series1_550,0,0,0,0,0,0
subj1_series1_551,0,0,0,0,0,0
subj1_series1_552,0,0,0,0,0,0
subj1_series1_553,0,0,0,0,0,0
subj1_series1_554,0,0,0,0,0,0
subj1_series1_555,0,0,0,0,0,0
subj1_series1_556,0,0,0,0,0,0
subj1_series1_557,0,0,0,0,0,0
subj1_series1_558,0,0,0,0,0,0
subj1_series1_559,0,0,0,0,0,0
subj1_series1_560,0,0,0,0,0,0
subj1_series1_561,0,0,0,0,0,0
subj1_series1_562,0,0,0,0,0,0
subj1_series1_563,0,0,0,0,0,0
subj1_series1_564,0,0,0,0,0,0
subj1_series1_565,0,0,0,0,0,0
subj1_series1_566,0,0,0,0,0,0
subj1_series1_567,0,0,0,0,0,0
subj1_series1_568,0,0,0,0,0,0
subj1_series1_569,0,0,0,0,0,0
subj1_series1_570,0,0,0,0,0,0
subj1_series1_571,0,0,0,0,0,0
subj1_series1_572,0,0,0,0,0,0
subj1_series1_573,0,0,0,0,0,0
subj1_series1_574,0,0,0,0,0,0
subj1_series1_575,0,0,0,0,0,0
subj1_series1_576,0,0,0,0,0,0
subj1_series1_577,0,0,0,0,0,0
subj1_series1_578,0,0,0,0,0,0
subj1_series1_579,0,0,0,0,0,0
subj1_series1_580,0,0,0,0,0,0
subj1_series1_581,0,0,0,0,0,0
subj1_series1_582,0,0,0,0,0,0
subj1_series1_583,0,0,0,0,0,0
subj1_series1_584,0,0,0,0,0,0
subj1_series1_585,0,0,0,0,0,0
subj1_series1_586,0,0,0,0,0,0
subj1_series1_587,0,0,0,0,0,0
subj1_series1_588,0,0,0,0,0,0
subj1_series1_589,0,0,0,0,0,0
subj1_series1_590,0,0,0,0,0,0
subj1_series1_591,0,0,0,0,0,0
subj1_series1_592,0,0,0,0,0,0
subj1_series1_593,0,0,0,0,0,0
subj1_series1_594,0,0,0,0,0,0
subj1_series1_595,0,0,0,0,0,0
subj1_series1_596,0,0,0,0,0,0
subj1_series1_597,0,0,0,0,0,0
subj1_series1_598,0,0,0,0,0,0
subj1_series1_599,0,0,0,0,0,0
subj1_series1_600,0,0,0,0,0,0
subj1_series1_601,0,0,0,0,0,0
subj1_series1_602,0,0,0,0,0,0
subj1_series1_603,0,0,0,0,0,0
subj1_series1_604,0,0,0,0,0,0
subj1_series1_605,0,0,0,0,0,0
subj1_series1_606,0,0,0,0,0,0
subj1_series1_607,0,0,0,0,0,0
subj1_series1_608,0,0,0,0,0,0
subj1_series1_609,0,0,0,0,0,0
subj1_series1_610,0,0,0,0,0,0
subj1_series1_611,0,0,0,0,0,0
subj1_series1_612,0,0,0,0,0,0
subj1_series1_613,0,0,0,0,0,0
subj1_series1_614,0,0,0,0,0,0
subj1_series1_615,0,0,0,0,0,0
subj1_series1_616,0,0,0,0,0,0
subj1_series1_617,0,0,0,0,0,0
subj1_series1_618,0,0,0,0,0,0
subj1_series1_619,0,0,0,0,0,0
subj1_series1_620,0,0,0,0,0,0
subj1_series1_621,0,0,0,0,0,0
subj1_series1_622,0,0,0,0,0,0
subj1_series1_623,0,0,0,0,0,0
subj1_series1_624,0,0,0,0,0,0
subj1_series1_625,0,0,0,0,0,0
subj1_series1_626,0,0,0,0,0,0
subj1_series1_627,0,0,0,0,0,0
subj1_series1_628,0,0,0,0,0,0
subj1_series1_629,0,0,0,0,0,0
subj1_series1_630,0,0,0,0,0,0
subj1_series1_631,0,0,0,0,0,0
subj1_series1_632,0,0,0,0,0,0
subj1_series1_633,0,0,0,0,0,0
subj1_series1_634,0,0,0,0,0,0
subj1_series1_635,0,0,0,0,0,0
subj1_series1_636,0,0,0,0,0,0
subj1_series1_637,0,0,0,0,0,0
subj1_series1_638,0,0,0,0,0,0
subj1_series1_639,0,0,0,0,0,0
subj1_series1_640,0,0,0,0,0,0
subj1_series1_641,0,0,0,0,0,0
subj1_series1_642,0,0,0,0,0,0
subj1_series1_643,0,0,0,0,0,0
subj1_series1_644,0,0,0,0,0,0
subj1_series1_645,0,0,0,0,0,0
subj1_series1_646,0,0,0,0,0,0
subj1_series1_647,0,0,0,0,0,0
subj1_series1_648,0,0,0,0,0,0
subj1_series1_649,0,0,0,0,0,0
subj1_series1_650,0,0,0,0,0,0
subj1_series1_651,0,0,0,0,0,0
subj1_series1_652,0,0,0,0,0,0
subj1_series1_653,0,0,0,0,0,0
subj1_series1_654,0,0,0,0,0,0
subj1_series1_655,0,0,0,0,0,0
subj1_series1_656,0,0,0,0,0,0
subj1_series1_657,0,0,0,0,0,0
subj1_series1_658,0,0,0,0,0,0
subj1_series1_659,0,0,0,0,0,0
subj1_series1_660,0,0,0,0,0,0
subj1_series1_661,0,0,0,0,0,0
